date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,Day of Week,Season Sold,House Age,Renovation Age,Is Renovated,Lot-Living Ratio,Basement Ratio,Areas Per Bedroom,Bathrooms Per Bedroom,Bedrooms Per Floor,Beds x Baths,Sqft Living x Waterfront,State,ZIP Code
2014-05-12,12.128111104060462,3.0,1.5,1370,8470,1.0,0,0,4,1370,0,Auburn,0,2,53,13,13,6.182481751824818,0.0,456.6666666666667,0.5,3.0,4.5,0,WA,98092
2014-05-12,12.721885810807203,3.0,2.5,1940,4927,2.0,0,0,3,1940,0,Renton,0,2,10,11,11,2.5396907216494844,0.0,646.6666666666666,0.8333333333333334,1.5,7.5,0,WA,98058
2014-05-12,12.254862809699606,3.0,2.5,1040,2643,2.0,0,0,3,720,320,Seattle,0,2,10,11,11,2.541346153846154,0.3076923076923077,346.6666666666667,0.8333333333333334,1.5,7.5,0,WA,98118
2014-05-12,13.165422866864775,4.0,2.25,1800,8623,1.0,0,0,4,1360,440,Kirkland,0,2,34,2014,2014,4.790555555555556,0.24444444444444444,450.0,0.5625,4.0,9.0,0,WA,98033
2014-05-12,13.554145793829866,3.0,1.75,1720,5000,1.0,0,0,3,1720,0,Seattle,0,2,60,0,0,2.9069767441860463,0.0,573.3333333333334,0.5833333333333334,3.0,5.25,0,WA,98122
2014-05-12,13.122263372403996,3.0,1.0,980,6380,1.0,0,0,3,760,220,Seattle,0,2,73,20,20,6.510204081632653,0.22448979591836735,326.6666666666667,0.3333333333333333,3.0,3.0,0,WA,98115
2014-05-12,13.529160930746272,4.0,2.5,3110,6142,2.0,0,0,3,3110,0,Redmond,0,2,10,11,11,1.97491961414791,0.0,777.5,0.625,2.0,10.0,0,WA,98052
2014-05-12,12.706847933442663,5.0,3.0,2100,7715,1.0,0,0,3,1250,850,Burien,0,2,1,91,91,3.6738095238095236,0.40476190476190477,420.0,0.6,5.0,15.0,0,WA,98168
2014-05-12,13.049792684569493,3.0,1.5,2020,11358,1.0,0,0,4,1190,830,Kirkland,0,2,58,2014,2014,5.622772277227723,0.41089108910891087,673.3333333333334,0.5,3.0,4.5,0,WA,98033
2014-05-12,13.652991628466498,4.0,1.75,2350,11914,1.0,0,0,4,2350,0,Mercer Island,0,2,53,13,13,5.069787234042553,0.0,587.5,0.4375,4.0,7.0,0,WA,98040
2014-05-12,13.761582215938718,4.0,2.25,3290,12329,1.5,0,0,4,3290,0,Mercer Island,0,2,46,2014,2014,3.7474164133738603,0.0,822.5,0.5625,2.6666666666666665,9.0,0,WA,98040
2014-05-12,12.618182296357007,5.0,2.25,2180,7813,2.0,0,0,3,2180,0,Maple Valley,0,2,28,2014,2014,3.5839449541284405,0.0,436.0,0.45,2.5,11.25,0,WA,98038
2014-05-12,13.122363377404328,2.0,2.25,1290,1334,3.0,0,0,3,1290,0,Seattle,0,2,7,2014,2014,1.034108527131783,0.0,645.0,1.125,0.6666666666666666,4.5,0,WA,98107
2014-05-12,12.211060187041213,3.0,1.0,1460,9750,1.0,0,0,4,1460,0,Kent,0,2,45,2014,2014,6.678082191780822,0.0,486.6666666666667,0.3333333333333333,3.0,3.0,0,WA,98042
2014-05-12,12.487485104968359,2.0,1.0,1290,2828,2.0,0,0,3,1290,0,Redmond,0,2,6,2014,2014,2.192248062015504,0.0,645.0,0.5,1.0,2.0,0,WA,98053
2014-05-12,13.676593258777604,4.0,2.5,2350,3150,1.5,0,0,4,1690,660,Seattle,0,2,104,2014,2014,1.3404255319148937,0.28085106382978725,587.5,0.625,2.6666666666666665,10.0,0,WA,98103
2014-05-12,12.733755386362587,3.0,1.0,1080,8100,1.0,0,0,4,1080,0,Shoreline,0,2,59,5,5,7.5,0.0,360.0,0.3333333333333333,3.0,3.0,0,WA,98155
2014-05-12,13.444446876573442,4.0,2.5,2670,13463,2.0,0,0,4,2670,0,Issaquah,0,2,25,2014,2014,5.042322097378277,0.0,667.5,0.625,2.0,10.0,0,WA,98029
2014-05-12,13.577253368840017,4.0,3.25,3680,5759,2.0,0,0,3,2840,840,Issaquah,0,2,11,2014,2014,1.5649456521739131,0.22826086956521738,920.0,0.8125,2.0,13.0,0,WA,98027
2014-05-12,12.661200552824075,3.0,1.75,1440,8040,1.0,0,0,3,960,480,Seattle,0,2,63,20,20,5.583333333333333,0.3333333333333333,480.0,0.5833333333333334,3.0,5.25,0,WA,98125
2014-05-12,13.132313708257497,4.0,1.75,1940,4800,1.0,0,0,5,1030,910,Seattle,0,2,92,58,58,2.4742268041237114,0.4690721649484536,485.0,0.4375,4.0,7.0,0,WA,98122
2014-05-12,12.815838217151068,3.0,1.0,1280,9898,1.0,0,0,3,1280,0,Woodinville,0,2,46,17,17,7.7328125,0.0,426.6666666666667,0.3333333333333333,3.0,3.0,0,WA,98072
2014-05-12,13.761582215938718,3.0,2.75,2980,27144,1.5,1,2,5,2180,800,Burien,0,2,97,2014,2014,9.108724832214765,0.2684563758389262,993.3333333333334,0.9166666666666666,2.0,8.25,2980,WA,98166
2014-05-12,11.957611286231675,3.0,1.0,970,8580,1.0,0,0,3,970,0,Federal Way,0,2,55,25,25,8.845360824742269,0.0,323.3333333333333,0.3333333333333333,3.0,3.0,0,WA,98003
2014-05-12,13.321214236149494,4.0,3.0,2110,5000,1.5,0,2,4,1640,470,Seattle,0,2,84,2014,2014,2.3696682464454977,0.22274881516587677,527.5,0.75,2.6666666666666665,12.0,0,WA,98136
2014-05-12,12.948009990259552,2.0,2.5,1480,1369,3.0,0,0,3,1480,0,Redmond,0,2,5,2014,2014,0.925,0.0,740.0,1.25,0.6666666666666666,5.0,0,WA,98052
2014-05-12,12.165250651009918,2.0,1.0,700,10540,1.0,0,0,3,700,0,Normandy Park,0,2,61,2014,2014,15.057142857142857,0.0,350.0,0.5,2.0,2.0,0,WA,98166
2014-05-12,13.721199878493033,3.0,2.0,2700,6120,1.0,0,0,4,1350,1350,Seattle,0,2,52,2014,2014,2.2666666666666666,0.5,900.0,0.6666666666666666,3.0,6.0,0,WA,98115
2014-05-12,14.077874822431765,4.0,3.25,2330,9687,2.0,0,3,3,2330,0,Seattle,0,2,96,2014,2014,4.157510729613734,0.0,582.5,0.8125,2.0,13.0,0,WA,98112
2014-05-12,14.112944921858734,5.0,1.75,3380,20021,1.0,0,0,4,1690,1690,Clyde Hill,0,2,51,2014,2014,5.923372781065089,0.5,676.0,0.35,5.0,8.75,0,WA,98004
2014-05-12,13.641157170819497,4.0,2.75,2600,2750,1.5,0,0,3,1620,980,Seattle,0,2,78,2014,2014,1.0576923076923077,0.3769230769230769,650.0,0.6875,2.6666666666666665,11.0,0,WA,98109
2014-05-12,12.611537753638338,2.0,1.75,1360,8100,1.0,0,0,3,860,500,Seattle,0,2,39,2014,2014,5.955882352941177,0.36764705882352944,680.0,0.875,2.0,3.5,0,WA,98177
2014-05-12,13.132313708257497,4.0,2.5,2780,6369,1.0,0,0,3,1590,1190,Kirkland,0,2,36,2014,2014,2.2910071942446044,0.42805755395683454,695.0,0.625,4.0,10.0,0,WA,98034
2014-05-12,11.608235644774552,3.0,1.0,1250,53143,1.0,0,0,5,1250,0,Maple Valley,0,2,69,2014,2014,42.5144,0.0,416.6666666666667,0.3333333333333333,3.0,3.0,0,WA,98038
2014-05-12,13.522480879185897,3.0,2.5,2620,8950,2.0,0,0,3,2620,0,Bellevue,0,2,22,2014,2014,3.4160305343511452,0.0,873.3333333333334,0.8333333333333334,1.5,7.5,0,WA,98006
2014-05-12,12.259613412458204,3.0,1.5,1350,7620,1.0,0,0,5,1350,0,Burien,0,2,73,2014,2014,5.644444444444445,0.0,450.0,0.5,3.0,4.5,0,WA,98166
2014-05-12,13.422467969854667,4.0,3.0,2400,3340,1.0,0,0,4,1200,1200,Seattle,0,2,50,2014,2014,1.3916666666666666,0.5,600.0,0.75,4.0,12.0,0,WA,98107
2014-05-12,13.506536750044871,4.0,2.5,2760,5000,1.5,0,0,5,1680,1080,Seattle,0,2,86,44,44,1.8115942028985508,0.391304347826087,690.0,0.625,2.6666666666666665,10.0,0,WA,98107
2014-05-12,14.018451401960965,4.0,2.25,3070,16028,1.0,0,3,3,1870,1200,Mercer Island,0,2,38,2014,2014,5.220846905537459,0.39087947882736157,767.5,0.5625,4.0,9.0,0,WA,98040
2014-05-12,13.329377546788654,2.0,1.75,2040,28593,1.5,1,3,4,2040,0,Vashon,0,2,95,24,24,14.016176470588235,0.0,1020.0,0.875,1.3333333333333333,3.5,2040,WA,98070
2014-05-12,13.353475098367715,4.0,2.0,1770,6000,2.0,0,0,5,1770,0,Seattle,0,2,103,33,33,3.389830508474576,0.0,442.5,0.5,2.0,8.0,0,WA,98199
2014-05-12,14.049791853688939,4.0,3.75,3490,9170,2.0,0,0,3,3490,0,Bellevue,0,2,2,102,102,2.627507163323782,0.0,872.5,0.9375,2.0,15.0,0,WA,98004
2014-05-12,12.616525295149378,2.0,1.5,830,1333,2.0,0,0,3,830,0,Seattle,0,2,9,2014,2014,1.606024096385542,0.0,415.0,0.75,1.0,3.0,0,WA,98136
2014-05-12,12.818551923022664,2.0,2.5,980,895,2.0,0,0,3,670,310,Seattle,0,2,5,2014,2014,0.9132653061224489,0.3163265306122449,490.0,1.25,1.0,5.0,0,WA,98116
2014-05-12,13.36138027787483,3.0,2.5,1570,1433,3.0,0,0,3,1570,0,Seattle,0,2,4,2014,2014,0.9127388535031847,0.0,523.3333333333334,0.8333333333333334,1.0,7.5,0,WA,98103
2014-05-12,13.848837010969078,4.0,3.25,3270,5187,2.0,0,0,3,3110,160,Redmond,0,2,0,2014,2014,1.5862385321100918,0.04892966360856269,817.5,0.8125,2.0,13.0,0,WA,98052
2014-05-12,12.855790268162783,4.0,2.5,2160,6223,2.0,0,0,3,2160,0,Maple Valley,0,2,4,2014,2014,2.8810185185185184,0.0,540.0,0.625,2.0,10.0,0,WA,98038
2014-05-12,13.864300722133706,4.0,3.75,3280,11000,2.0,0,0,3,2320,960,Kirkland,0,2,6,2014,2014,3.3536585365853657,0.2926829268292683,820.0,0.9375,2.0,15.0,0,WA,98033
2014-05-13,13.028052697933088,4.0,2.5,3360,7685,2.0,0,0,3,3360,0,Renton,1,2,13,2014,2014,2.287202380952381,0.0,840.0,0.625,2.0,10.0,0,WA,98058
2014-05-13,13.616937660584268,5.0,2.75,3150,7119,2.0,0,0,3,3150,0,Redmond,1,2,1,91,91,2.26,0.0,630.0,0.55,2.5,13.75,0,WA,98052
2014-05-13,13.345506928718539,3.0,3.5,1810,1846,2.0,0,0,4,1440,370,Seattle,1,2,5,2014,2014,1.0198895027624308,0.20441988950276244,603.3333333333334,1.1666666666666667,1.5,10.5,0,WA,98122
2014-05-13,13.386264921190707,4.0,2.5,2740,7140,2.0,0,0,3,2740,0,Sammamish,1,2,21,2014,2014,2.605839416058394,0.0,685.0,0.625,2.0,10.0,0,WA,98074
2014-05-13,13.081541382884074,5.0,4.75,3830,35000,1.0,0,0,3,2130,1700,Woodinville,1,2,38,2014,2014,9.138381201044387,0.44386422976501305,766.0,0.95,5.0,23.75,0,WA,98077
2014-05-13,13.537118532419585,3.0,3.25,3190,5283,2.0,0,0,3,3190,0,Issaquah,1,2,7,2014,2014,1.6561128526645768,0.0,1063.3333333333333,1.0833333333333333,1.5,9.75,0,WA,98029
2014-05-13,13.038981768465277,3.0,2.25,2350,10450,1.0,0,0,3,1390,960,Kenmore,1,2,37,10,10,4.446808510638298,0.4085106382978723,783.3333333333334,0.75,3.0,6.75,0,WA,98028
2014-05-13,12.496295238126061,4.0,2.25,2510,8165,1.0,0,0,4,1610,900,Federal Way,1,2,42,2014,2014,3.252988047808765,0.35856573705179284,627.5,0.5625,4.0,9.0,0,WA,98023
2014-05-13,13.180632285528304,2.0,2.0,1680,4950,1.0,0,0,3,1680,0,Redmond,1,2,8,2014,2014,2.9464285714285716,0.0,840.0,1.0,2.0,4.0,0,WA,98053
2014-05-13,13.015891132893811,3.0,2.0,1770,6610,1.0,0,0,4,960,810,Shoreline,1,2,60,35,35,3.7344632768361583,0.4576271186440678,590.0,0.6666666666666666,3.0,6.0,0,WA,98133
2014-05-13,12.57418196709457,3.0,1.0,1090,7315,1.0,0,0,5,1090,0,Renton,1,2,33,2014,2014,6.7110091743119265,0.0,363.3333333333333,0.3333333333333333,3.0,3.0,0,WA,98056
2014-05-13,12.829333698625952,5.0,2.5,3001,5710,2.0,0,0,3,3001,0,Kent,1,2,8,2014,2014,1.9026991002999,0.0,600.2,0.5,2.5,12.5,0,WA,98030
2014-05-13,13.17115354157376,5.0,3.0,2450,4591,2.0,0,0,3,2450,0,Seattle,1,2,20,2014,2014,1.8738775510204082,0.0,490.0,0.6,2.5,15.0,0,WA,98117
2014-05-13,13.563195629349785,3.0,3.25,3610,59677,2.0,0,0,3,2440,1170,Issaquah,1,2,11,2014,2014,16.531024930747922,0.32409972299168976,1203.3333333333333,1.0833333333333333,1.5,9.75,0,WA,98027
2014-05-13,13.217673557208654,4.0,2.0,2250,7500,1.0,0,0,5,1200,1050,Bellevue,1,2,58,2014,2014,3.3333333333333335,0.4666666666666667,562.5,0.5,4.0,8.0,0,WA,98005
2014-05-13,13.16733674304706,3.0,1.5,1240,7735,1.0,0,0,4,1240,0,Bellevue,1,2,57,13,13,6.237903225806452,0.0,413.3333333333333,0.5,3.0,4.5,0,WA,98008
2014-05-13,13.350295445450335,4.0,2.0,2260,6000,1.0,0,0,3,1430,830,Seattle,1,2,56,10,10,2.6548672566371683,0.3672566371681416,565.0,0.5,4.0,8.0,0,WA,98115
2014-05-13,13.272506035834049,4.0,1.75,2090,8164,1.0,0,0,4,1070,1020,Redmond,1,2,51,2014,2014,3.90622009569378,0.4880382775119617,522.5,0.4375,4.0,7.0,0,WA,98052
2014-05-13,12.409013489526863,5.0,1.75,2020,7902,1.0,0,0,3,1220,800,Seattle,1,2,52,11,11,3.911881188118812,0.39603960396039606,404.0,0.35,5.0,8.75,0,WA,98168
2014-05-13,12.936033799212835,3.0,1.75,1960,5000,1.0,0,0,5,980,980,Seattle,1,2,103,30,30,2.5510204081632653,0.5,653.3333333333334,0.5833333333333334,3.0,5.25,0,WA,98108
2014-05-13,14.454729396498664,5.0,2.25,3120,16672,2.0,0,0,4,3120,0,Yarrow Point,1,2,45,2014,2014,5.343589743589743,0.0,624.0,0.45,2.5,11.25,0,WA,98004
2014-05-13,12.323855681186558,3.0,1.5,1250,7500,1.0,0,0,3,1250,0,Kent,1,2,47,3,3,6.0,0.0,416.6666666666667,0.5,3.0,4.5,0,WA,98030
2014-05-13,12.567237494741757,3.0,2.25,1490,9600,1.0,0,0,4,1170,320,Duvall,1,2,27,2014,2014,6.442953020134228,0.21476510067114093,496.6666666666667,0.75,3.0,6.75,0,WA,98019
2014-05-13,13.591366506316481,6.0,3.0,2890,2370,2.5,0,0,3,2290,600,Seattle,1,2,108,0,0,0.8200692041522492,0.20761245674740483,481.6666666666667,0.5,2.4,18.0,0,WA,98102
2014-05-13,12.388185847286392,3.0,1.0,1900,33888,1.5,0,0,4,1900,0,Auburn,1,2,72,32,32,17.835789473684212,0.0,633.3333333333334,0.3333333333333333,2.0,3.0,0,WA,98001
2014-05-13,13.289571296388235,3.0,1.75,1680,2400,1.0,0,0,5,870,810,Seattle,1,2,92,58,58,1.4285714285714286,0.48214285714285715,560.0,0.5833333333333334,3.0,5.25,0,WA,98122
2014-05-13,13.458835614025542,3.0,2.5,2030,8398,2.0,0,0,4,2030,0,Bellevue,1,2,39,2014,2014,4.136945812807882,0.0,676.6666666666666,0.8333333333333334,1.5,7.5,0,WA,98008
2014-05-13,13.071070083016778,4.0,2.5,3740,8700,1.0,0,0,3,2260,1480,Renton,1,2,10,11,11,2.3262032085561497,0.39572192513368987,935.0,0.625,4.0,10.0,0,WA,98058
2014-05-13,13.262125319779487,3.0,1.75,1580,11750,1.0,0,0,4,1180,400,Seattle,1,2,63,15,15,7.436708860759493,0.25316455696202533,526.6666666666666,0.5833333333333334,3.0,5.25,0,WA,98118
2014-05-13,13.555443652545467,3.0,2.25,1780,6120,1.5,0,0,4,1390,390,Seattle,1,2,87,2014,2014,3.438202247191011,0.21910112359550563,593.3333333333334,0.75,2.0,6.75,0,WA,98122
2014-05-13,11.951180395901384,2.0,1.0,910,6232,1.0,0,0,3,910,0,Seattle,1,2,71,12,12,6.848351648351648,0.0,455.0,0.5,2.0,2.0,0,WA,98118
2014-05-13,13.217673557208654,7.0,4.0,3440,8100,2.0,0,0,3,3440,0,Seattle,1,2,44,0,0,2.354651162790698,0.0,491.42857142857144,0.5714285714285714,3.5,28.0,0,WA,98103
2014-05-13,13.37700559577791,3.0,2.5,1740,13750,2.0,0,0,4,1740,0,Bellevue,1,2,39,2014,2014,7.902298850574713,0.0,580.0,0.8333333333333334,1.5,7.5,0,WA,98008
2014-05-13,13.047639831208393,5.0,2.5,3400,8970,1.0,0,0,4,1700,1700,Shoreline,1,2,55,2014,2014,2.638235294117647,0.5,680.0,0.5,5.0,12.5,0,WA,98133
2014-05-13,13.864300722133706,4.0,3.25,4400,16625,2.0,0,0,3,4400,0,Sammamish,1,2,11,2014,2014,3.778409090909091,0.0,1100.0,0.8125,2.0,13.0,0,WA,98075
2014-05-13,12.765688433465597,3.0,2.5,2010,14298,2.0,0,0,3,2010,0,Vashon,1,2,37,10,10,7.113432835820896,0.0,670.0,0.8333333333333334,1.5,7.5,0,WA,98070
2014-05-13,13.289571296388235,4.0,2.25,2710,38180,2.0,0,0,4,2710,0,Woodinville,1,2,37,2014,2014,14.088560885608857,0.0,677.5,0.5625,2.0,9.0,0,WA,98077
2014-05-13,14.753562781619943,4.0,2.5,5300,26211,2.0,1,2,2,4570,730,Seattle,1,2,91,2014,2014,4.945471698113208,0.13773584905660377,1325.0,0.625,2.0,10.0,5300,WA,98105
2014-05-13,13.482831119581757,3.0,1.5,1310,3880,1.0,0,0,3,1090,220,Seattle,1,2,58,13,13,2.9618320610687023,0.16793893129770993,436.6666666666667,0.5,3.0,4.5,0,WA,98117
2014-05-13,12.323855681186558,4.0,1.5,1950,12559,1.5,0,0,3,1950,0,SeaTac,1,2,75,45,45,6.44051282051282,0.0,487.5,0.375,2.6666666666666665,6.0,0,WA,98188
2014-05-13,12.323855681186558,3.0,1.0,1040,6535,1.0,0,0,3,1040,0,Seattle,1,2,67,2,2,6.283653846153846,0.0,346.6666666666667,0.3333333333333333,3.0,3.0,0,WA,98168
2014-05-13,12.751299696013497,3.0,1.75,1090,7200,1.0,0,0,3,1090,0,Kirkland,1,2,46,17,17,6.605504587155964,0.0,363.3333333333333,0.5833333333333334,3.0,5.25,0,WA,98034
2014-05-13,12.345834587905333,2.0,0.75,650,5360,1.0,0,0,4,650,0,Seattle,1,2,83,2014,2014,8.246153846153845,0.0,325.0,0.375,2.0,1.5,0,WA,98133
2014-05-13,12.86099861326992,3.0,2.0,1480,6600,1.0,0,2,3,740,740,Seattle,1,2,71,12,12,4.45945945945946,0.5,493.3333333333333,0.6666666666666666,3.0,6.0,0,WA,98146
2014-05-13,11.407564949312402,2.0,1.0,790,2640,1.0,0,0,3,790,0,Kirkland,1,2,41,1,1,3.3417721518987342,0.0,395.0,0.5,2.0,2.0,0,WA,98034
2014-05-13,13.664687668229691,4.0,2.5,3560,11119,1.0,0,2,3,2290,1270,Bellevue,1,2,28,2014,2014,3.123314606741573,0.35674157303370785,890.0,0.625,4.0,10.0,0,WA,98004
2014-05-13,13.422467969854667,4.0,2.5,3000,5548,2.0,0,0,3,3000,0,Newcastle,1,2,8,2014,2014,1.8493333333333333,0.0,750.0,0.625,2.0,10.0,0,WA,98056
2014-05-13,13.790192749979985,4.0,2.5,3490,7494,2.0,0,3,3,3490,0,Bellevue,1,2,14,2014,2014,2.147277936962751,0.0,872.5,0.625,2.0,10.0,0,WA,98006
2014-05-13,13.567049198665774,3.0,1.75,2340,10495,1.0,0,0,4,2340,0,Mercer Island,1,2,47,2014,2014,4.485042735042735,0.0,780.0,0.5833333333333334,3.0,5.25,0,WA,98040
